Barcode,"Last, First"
00YI3L,"PinkLace, RoyalPenguin"
00YI53,"CamouflageGreen, Discus"
00YJFJ,"RossoCorsa, Rhinoceros"
00YL63,"GoldenPoppy, IndochineseTiger"
00YPQ4,"Blush, SpinyDogfish"
00YQN5,"TigersEye, CurlyCoatedRetriever"
00YSF7,"DarkBrownTangelo, FurSeal"
00YW1C,"PersianRed, BoykinSpaniel"
00YWN9,"TealBlue, Giraffe"
00Z3O8,"MediumSpringBud, Jackal"
00Z6D8,"CoolGrey, Puffin"
00Z7YO,"MayGreen, Siberian"
00Z9D6,"RussianGreen, DogueDeBordeaux"
00ZJB2,"CanaryYellow, HarpSeal"
00ZLX3,"Ebony, Cat"
00ZPBP,"TealGreen, Liger"
00ZPVE,"SeaBlue, Llama"
00ZPX6,"Independence, SabreToothedTiger"
00ZPXI,"DenimBlue, Crocodile"
00ZW6I,"MediumTurquoise, HarpSeal"
00ZXBF,"SpanishOrange, HairyNosedWombat"
0100V1,"DeepGreenCyanTurquoise, Muskox"
0102O6,"FrenchFuchsia, IrrawaddyDolphin"
0103RB,"RichLavender, Mink"
01085S,"SlateGray, Opossum"
0108QL,"Grape, WobbegongShark"
010A98,"Cordovan, DikDik"
010AFP,"MediumChampagne, CommonFrog"
010FDU,"AndroidGreen, ElephantSeal"
010GZS,"BeauBlue, Muskox"
010J6N,"Mahogany, SiameseFightingFish"
010S33,"FashionFuchsia, RedEyedTreeFrog"
010SIE,"CoolGrey, GermanShepherd"
010SMR,"Boysenberry, Caiman"
010V0K,"Bole, ChowChow"
010WRH,"MediumOrchid, GreyReefShark"
010Z4L,"Black, AmericanWaterSpaniel"
0111QY,"RoastCoffee, BirdsOfParadise"
0113IK,"Heliotrope, Tiger"
0116EI,"SafetyOrange, KermodeBear"
0116JD,"LemonChiffon, DartFrog"
0117OL,"FireEngineRed, AmericanStaffordshireTerrier"
011A33,"JapaneseIndigo, HorseshoeCrab"
011AZD,"Limerick, NeapolitanMastiff"
011CR2,"Coffee, CoralandAnemone"
011IOK,"ModeBeige, MarineToad"
011JIA,"Mustard, Falcon"
011K0P,"Aqua, ShortfinMakoShark"
011KWM,"DeepViolet, KeelBilledToucan"
011NSL,"PaleMagentaPink, BlueLacyDog"
011RL4,"LavenderGray, Hummingbird"
011RVM,"Cardinal, GuineaFowl"
011SR9,"Citron, LeopardCat"
011TBH,"GrannySmithApple, ScorpionFish"
011W87,"Stizza, Ladybird"
011ZEB,"TickleMePink, EdibleFrog"
011ZIP,"DarkPuce, Emu"
011ZUR,"RichLavender, Donkey"
011ZV6,"Indigo, Fish"
0120TU,"PastelGreen, Uguisu"
0120VC,"ModeBeige, AyeAye"
0126K2,"Sage, SlenderLoris"
0126NC,"CobaltBlue, Iguanodon"
0126SV,"Cream, XRayTetra"
0127T1,"IndianYellow, Prawn"
012A1Y,"SilverPink, Elk"
012AB7,"CambridgeBlue, FrenchBulldog"
012CUF,"Sunglow, VancouverIslandMarmot"
012E0N,"TrueBlue, PrairieDog"
012EPO,"Gamboge, Panda"
012IBT,"FlamingoPink, AyeAye"
012JC8,"Beige, Kakapo"
012KBG,"SlimyGreen, AfricanTreePangolin"
012KOR,"BostonUniversityRed, VampireBat"
012LCZ,"Smoke, CavalierKingCharlesSpaniel"
012MFK,"MayaBlue, Grasshopper"
012PAQ,"BabyBlue, AustralianShepherd"
012TNR,"OrangeSoda, MegamouthShark"
012URQ,"OxfordBlue, Bird"
012UX2,"TeaGreen, OldEnglishSheepdog"
012V7D,"CandyPink, SunBear"
012WGB,"Red, WhiteRhino"
012WNP,"ElectricIndigo, MalayanTiger"
012XC2,"BrightLavender, Angelfish"
0130JP,"OceanBoatBlue, AustralianTerrier"
0132CK,"FieryRose, AfricanWildDog"
0135FQ,"MughalGreen, Eagle"
0135ZD,"RedViolet, Toucan"
0137XA,"Sienna, EasternGorilla"
01380C,"Byzantium, WesternLowlandGorilla"
01386B,"DeepCarrotOrange, Puffin"
01386W,"AzureishWhite, BullTerrier"
0138B5,"PaleChestnut, Darwin'sFrog"
0139WF,"CopperRed, Darwin'sFrog"
013DH0,"ElectricLavender, Mouse"
013H44,"NavajoWhite, RedFox"
013IMF,"CornflowerBlue, Iguanodon"
013RWR,"Blue, Bulldog"
013V92,"AfricanViolet, Skunk"
013WUP,"MangoTango, KillerWhale"
013YK8,"Mindaro, Crab"
013YMC,"BondiBlue, Lizard"
013ZLZ,"Irresistible, Kingfisher"
01432Y,"TangoPink, AfricanPenguin"
0143KC,"DarkSienna, FoxTerrier"
0144P9,"BrilliantAzure, BlackWidowSpider"
0148A5,"NaplesYellow, CeskyFousek"
0149C5,"AntiFlashWhite, DesertTortoise"
014DM8,"CelestialBlue, StripedDolphin"
014F4Y,"DarkYellow, GoldenRetriever"
014F8Z,"ScreaminGreen, BlackWidowSpider"
014FQS,"BrownYellow, CollaredPeccary"
014FSO,"Dandelion, AiredaleTerrier"
014KDZ,"PowderBlue, Molly"
014KMW,"BrightLilac, Pekingese"
014KRW,"LavenderPink, IndochineseTiger"
014KVG,"SafetyOrange, AinuDog"
014KW2,"TrolleyGrey, Dolphin"
014L96,"NavajoWhite, Llama"
014O1H,"Jonquil, Wrasse"
014PSY,"TigersEye, AmericanBulldog"
014R6J,"DeepPink, Muskox"
014W10,"PinkPantone, MalayanCivet"
014WU1,"PurpleTaupe, SpectacledBear"
014X67,"FrenchBlue, Horse"
014XB9,"OldMossGreen, GalapagosShark"
0150DI,"ChinaRose, IndianPalmSquirrel"
01549Q,"DeepSaffron, CommonToad"
0154OJ,"Cardinal, Goose"
0154Z0,"Corn, BottleNosedDolphin"
0155BJ,"SpanishOrange, OldEnglishSheepdog"
0156EI,"MediumJungleGreen, SnowyOwl"
015DK0,"LightTaupe, Numbat"
015E9K,"SasquatchSocks, Gibbon"
015FK7,"StPatricksBlue, WaterDragon"
015FKP,"JungleGreen, Dugong"
015KOS,"Pumpkin, CrestedPenguin"
015Y5W,"DarkCyan, WesternGorilla"
0162HT,"Ecru, WhiteRhinoceros"
0164T0,"CameoPink, Lion"
0166KP,"Mauvelous, Coati"
01698P,"MistyMoss, Marmot"
016CY2,"RazzmicBerry, Wasp"
016DHC,"DonkeyBrown, MonteIberiaEleuth"
016GME,"Rosewood, Javanese"
016GTI,"MyrtleGreen, Bear"
016HXK,"DukeBlue, Newt"
016JK4,"LightGreen, FieldSpaniel"
016L7P,"RazzleDazzleRose, RockhopperPenguin"
016NGZ,"LightBrilliantRed, BerneseMountainDog"
016NS0,"FieldDrab, SiberianHusky"
016U3U,"RedDevil, Iguana"
016W1X,"LavenderPurple, IndianRhinoceros"
016WF2,"CarmineRed, MountainLion"
016ZJX,"PinkFlamingo, RightWhale"
016ZPJ,"CGBlue, HarborSeal"
01730X,"FrenchWine, IrishSetter"
0173X6,"DeepChampagne, Bird"
0177HW,"LavenderMist, Degus"
017A8Y,"Sunray, PondSkater"
017H0O,"Corn, Rottweiler"
017L0M,"NapierGreen, Crab"
017O77,"BrightMaroon, Turtle"
017QVL,"CGBlue, Labradoodle"
017QWD,"SpicyMix, Dachshund"
017WQT,"Gunmetal, Cichlid"
017WSQ,"LemonYellow, IndianElephant"
017X6X,"MediumSpringGreen, BlackWidowSpider"
017XXJ,"BurntUmber, Goat"
0183K5,"SheenGreen, ProboscisMonkey"
01857U,"Emerald, BumbleBee"
0186WX,"PinkFlamingo, Lamb"
018AKR,"SealBrown, Orca"
018C3S,"LightHotPink, TreeFrog"
018DU5,"Magenta, Earwig"
018ENR,"Capri, ArcticFox"
018F82,"Blond, Prawn"
018ISB,"GoldenBrown, Gibbon"
018JCX,"CrimsonGlory, Tortoise"
018MTU,"DutchWhite, Catfish"
018N2X,"DeepMauve, AfricanPalmCivet"
018NP7,"SpicyMix, MinkeWhale"
018OG1,"SunburntCyclops, Earwig"
018TZ4,"FuchsiaPink, GrayReefShark"
0193C6,"TangerineYellow, ChineseCrestedDog"
01973B,"PrussianBlue, GeoffroysTamarin"
019CBO,"FrenchBistre, KermodeBear"
019FGT,"LightSteelBlue, EskimoDog"
019H34,"OrangeYellow, ChesapeakeBayRetriever"
019HRX,"Mystic, WhiteBeakedDolphin"
019IMD,"RoseRed, GuineaFowl"
019KEX,"Desire, NorwegianForest"
019SQZ,"BlackLeatherJacket, Rattlesnake"
019TQW,"TaupeGray, Alligator"
019XII,"DeepGreenCyanTurquoise, BlacktipReefShark"
01A1DA,"Honeydew, AinuDog"
01A2AB,"MidnightBlue, Nightingale"
01A2OF,"AppleGreen, Woodchuck"
01A60Y,"CedarChest, Lemur"
01A64E,"EgyptianBlue, Dodo"
01A8EQ,"Mystic, Bat"
01A8HW,"LightCyan, Millipede"
01A92L,"ImperialRed, Tarsier"
01AEKO,"LavenderRose, BavarianMountainHound"
01AEY9,"SpanishCarmine, Emu"
01AGBP,"RawUmber, SomaliWildAss"
01AIY8,"IlluminatingEmerald, WhiteRhinoceros"
01ANR3,"BlastOffBronze, DogueDeBordeaux"
01AO5Y,"Icterine, SeaSquirt"
01APP3,"Aero, Swan"
01ARX9,"FrenchFuchsia, BlueLacyDog"
01ASQX,"FireEngineRed, KermodeBear"
01ASYA,"SkyMagenta, Dormouse"
01AWZG,"Moccasin, SpinyDogfish"
01AY7S,"ClassicRose, CarolinaDog"
01AZES,"SchoolBusYellow, Ladybird"
01B5RN,"Fawn, Barb"
01B5ZP,"CosmicCobalt, Takin"
01B77N,"TrueBlue, AldabraGiantTortoise"
01BG35,"Rosewood, FreshWaterCrocodile"
01BGID,"CadetGrey, Orca"
01BHRG,"ChinaPink, BeardedDragon"
01BJR6,"JellyBean, EstrelaMountainDog"
01BL11,"ClassicRose, Butterfly"
01BL81,"Mustard, FurSeal"
01BU9E,"ImperialPurple, SiberianTiger"
01BUGT,"AzureMist, SquirrelMonkey"
01BWK0,"LavenderRose, EasternGorilla"
01BWRD,"RichCarmine, CottontopTamarin"
01BXD4,"CoyoteBrown, Walrus"
01C0MA,"Deer, PondSkater"
01C4LE,"LimeGreen, OldEnglishSheepdog"
01C83V,"PaoloVeroneseGreen, Wallaby"
01C8KC,"Lava, ArabianHorse"
01C9QB,"Teal, KingPenguin"
01CHI3,"LincolnGreen, Cow"
01CHYD,"MediumPurple, PondSkater"
01CJOI,"TuscanBrown, Birman"
01CJRS,"ImperialPurple, StaffordshireBullTerrier"
01CK4D,"Navy, BullMastiff"
01CK69,"BrownSugar, PygmyMarmoset"
01CNVH,"Gray, Llama"
01CO6B,"TartOrange, Umbrellabird"
01CSFJ,"IndigoDye, Narwhal"
01CTLZ,"Coral, Gerbil"
01CXGE,"Turquoise, Shrimp"
01CYUL,"PixiePowder, BlacktipReefShark"
01D0YR,"JapaneseIndigo, WhaleShark"
01D7WU,"BistreBrown, TigerShark"
01DBI4,"DeepCarmine, GoldenOriole"
01DDJ7,"DarkPastelGreen, YellowBelliedMarmot"
01DE7F,"BeauBlue, Dunker"
01DJLB,"Straw, WaterBuffalo"
01DMDD,"Burgundy, Shark"
01DPB2,"MossGreen, SnowyOwl"
01DSHQ,"GreenBlue, GreenSeaTurtle"
01DT2I,"Burgundy, CommonSeal"
01DWDA,"ElectricViolet, Pheasant"
01DYTF,"PersianRose, MountainLion"
01DZNX,"OUCrimsonRed, EnglishShepherd"
01E15Y,"CoyoteBrown, HarpSeal"
01E1AV,"LavenderPink, WhiteBeakedDolphin"
01E1RW,"RichLavender, GreatDane"
01E4FZ,"Popstar, Cheetah"
01E6ZW,"DeepGreen, MarineToad"
01EB29,"FieryRose, Muskox"
01EFLE,"Silver, EskimoDog"
01EJ7E,"BarnRed, Hedgehog"
01ELEJ,"DogwoodRose, Degus"
01EN5G,"RegistrationBlack, Poodle"
01EWS5,"Ruby, DwarfCrocodile"
01EYIU,"AlabamaCrimson, Angelfish"
01EYJH,"Shadow, DuskyDolphin"
01F4O2,"AntiFlashWhite, IndianStarTortoise"
01F4SQ,"Plum, HowlerMonkey"
01F4Z4,"SafetyOrange, SlenderLoris"
01F771,"ArcticLime, AmericanWaterSpaniel"
01F7YS,"USAFABlue, TasmanianTiger"
01FA07,"Charcoal, Goat"
01FBW0,"MediumVermilion, TasmanianTiger"
01FG24,"MediumTuscanRed, MarshFrog"
01FHBN,"PaleChestnut, ZebraShark"
01FHNT,"AmaranthPurple, Neanderthal"
01FHOC,"Cadet, JackRussel"
01FJSN,"CeladonGreen, Rhinoceros"
01FKQZ,"LavenderMagenta, Cougar"
01FNR1,"BittersweetShimmer, BeardedDragon"
01FQXG,"Heliotrope, VervetMonkey"
01FTJ8,"RoseMadder, Deer"
01FTXI,"SpanishSkyBlue, Bonobo"
01FW7B,"BottleGreen, KermodeBear"
01FY67,"BlackBean, Crustacean"
01G039,"QuickSilver, Parrot"
01G102,"LightCrimson, Potto"
01G2V0,"DarkSkyBlue, FrilledLizard"
01G4V5,"Tumbleweed, CapuchinMonkey"
01G8PW,"CadetGrey, Llama"
01GB1A,"MangoTango, HarborPorpoise"
01GBKM,"Ecru, Tiger"
01GEQ9,"Aquamarine, BoykinSpaniel"
01GGMG,"RosyBrown, RoyalPenguin"
01GHNK,"OldHeliotrope, Uguisu"
01GJCJ,"Chestnut, Somali"
01GJCP,"HanBlue, Grouse"
01GK9T,"DarkGunmetal, Lemming"
01GLJA,"Puce, Rhinoceros"
01GP38,"DeepAquamarine, Earwig"
01GRO6,"OtterBrown, SnowLeopard"
01GS9J,"PeachYellow, LeopardSeal"
01GYU9,"CedarChest, BurrowingFrog"
01H0CI,"DimGray, JapaneseChin"
01H0Q9,"Keppel, Tamarin"
01H0Z0,"PurplePlum, PotbelliedPig"
01H1G5,"DeepSaffron, Leopard"
01H2AX,"RaisinBlack, BorneoElephant"
01HA25,"Grizzly, Nyala"
01HCGQ,"Patriarch, GreenPoisonDartFrog"
01HFPD,"TurquoiseBlue, ClownFish"
01HGTY,"DarkLava, EnglishSpringerSpaniel"
01HJBB,"OldHeliotrope, RedEyedTreeFrog"
01HJLU,"RoseGold, StellarSeaLion"
01HN78,"Pearl, Neanderthal"
01HPB7,"Mahogany, Drever"
01HT2B,"ImperialBlue, Kakapo"
01HWB7,"PalatinatePurple, CommonSeal"
01HZ1S,"LightThulianPink, Pug"
01I64Y,"SkyMagenta, CurlyCoatedRetriever"
01I9HU,"LightCrimson, Orangutan"
01IAKQ,"Topaz, WhaleShark"
01ILAO,"GoldFusion, Rhinoceros"
01IN4N,"NaplesYellow, Chicken"
01IOLH,"DarkBrown, GuineaPig"
01IXSO,"LightCornflowerBlue, JapaneseChin"
01IXXG,"MordantRed, CavalierKingCharlesSpaniel"
01IZ9D,"FrenchSkyBlue, Rottweiler"
01IZIZ,"Ochre, RedKangaroo"
01J2P4,"DeepPeach, Buffalo"
01J2SO,"CoyoteBrown, GlowWorm"
01J2TL,"HeliotropeGray, Lancelet"
01J4PU,"PaleGreen, HighlandCattle"
01J4ZY,"BlackBean, Kookaburra"
01J63N,"Kobi, AfricanClawedFrog"
01J887,"RedDevil, AfricanTreePangolin"
01JA3Z,"Fawn, GreaterSwissMountainDog"
01JEJH,"BlueSapphire, NorfolkTerrier"
01JFIN,"AppleGreen, DesertTortoise"
01JGDB,"MountbattenPink, KillerWhale"
01JLRH,"SealBrown, TurkishAngora"
01JO9M,"DeepSkyBlue, ArabianHorse"
01JSS8,"CherryBlossomPink, GrayFox"
01JT0J,"Grape, CavalierKingCharlesSpaniel"
01JT1Y,"Black, Cuscus"
01JVHX,"UARed, GentooPenguin"
01K0X0,"RichMaroon, GreySeal"
01K4FT,"GargoyleGas, Tamarin"
01K59N,"DarkTurquoise, Millipede"
01K6PE,"PastelGreen, Heron"
01K9LS,"SunburntCyclops, Rhino"
01KCID,"BlizzardBlue, FinWhale"
01KEF7,"Phlox, SumatranRhinoceros"
01KFAL,"CottonCandy, BorderCollie"
01KIG6,"DeepMaroon, WhiteRhino"
01KMAK,"Regalia, SpadefootToad"
01KMBN,"AntiqueWhite, JapaneseChin"
01KPJS,"CarnationPink, BorneanOrangutan"
01KQYF,"PaleRedViolet, SandbarShark"
01KR4S,"Telemagenta, Gerbil"
01KSUV,"AntiqueWhite, Giraffe"
01KWAD,"Azure, Aardvark"
01KZYH,"AshGrey, Lancelet"
01L2P7,"SpanishPink, Antelope"
01L7A5,"EnglishGreen, Kingfisher"
01LEW5,"MordantRed, Chameleon"
01LG5W,"LavenderBlush, SiberianHusky"
01LGAH,"BrownSugar, Orca"
01LIK5,"HarvestGold, Eagle"
01LKII,"MagentaHaze, Ocelot"
01LKMJ,"CongoPink, Coral"
01LU0B,"ElectricIndigo, Lancelet"
01LVHS,"Byzantium, Topi"
01LWQP,"Sage, RedEyedTreeFrog"
01LZDL,"SpanishViolet, DwarfCrocodile"
01M7D2,"RichMaroon, Koala"
01M9MS,"DarkPuce, Axolotl"
01MBAJ,"BrightCerulean, Himalayan"
01MBG4,"DarkCandyAppleRed, Yak"
01MBI0,"Soap, BluetickCoonhound"
01MCTM,"SpanishViridian, HumboldtPenguin"
01MEBX,"SpartanCrimson, ElectricEel"
01MEXI,"BrandeisBlue, HighlandCattle"
01MIXI,"SunsetOrange, CoralandAnemone"
01MKBH,"HarvestGold, Mastiff"
01MRBD,"LightSlateGray, AsianPalmCivet"
01MRKU,"Gray, Ape"
01MSB4,"SpanishSkyBlue, Liger"
01MSSX,"IndianYellow, Darwin'sFrog"
01MXPL,"Cream, Dhole"
01MY1Y,"EarthYellow, Lemming"
01N0QA,"CeruleanFrost, EskimoDog"
01N0S0,"MintCream, StellersSeaCow"
01N4YV,"Sienna, IrishSetter"
01N55C,"Grullo, LoggerheadTurtles"
01N7K7,"LightApricot, Ermine"
01NCKO,"RoyalPurple, Baboon"
01NEKZ,"OrangeSoda, TibetanMastiff"
01NFAO,"Copper, GlassLizard"
01NFPQ,"CeruleanFrost, Beetle"
01NG0T,"CGRed, IndianPalmSquirrel"
01NGD2,"MagicMint, DuskyDolphin"
01NJSN,"Mantis, BlackRussianTerrier"
01NO56,"OfficeGreen, SiberianHusky"
01NSZZ,"LemonChiffon, AfricanWildDog"
01NWTK,"PinkPantone, Tiger"
01NZD0,"TickleMePink, Goose"
01O1A1,"BrightMaroon, LeatherbackSeaTurtle"
01O1HK,"PaleBlue, BullMastiff"
01O2CW,"GoldenBrown, GreyReefShark"
01O51E,"Seashell, StripedRocketFrog"
01OFY2,"UABlue, GiantPandaBear"
01OLDE,"RoseQuartz, ArcticFox"
01ON0V,"JordyBlue, GiantPanda"
01OXBC,"BananaMania, Tang"
01OXEL,"RoyalFuchsia, GrayNurseShark"
01P0CS,"LimeGreen, Mollusk"
01P8IU,"Copper, Whale"
01PACT,"TiffanyBlue, Gerbil"
01PCLE,"Sand, HarborSeal"
01PE5C,"Magnolia, Gar"
01PIG1,"Jonquil, ReefShark"
01PIUU,"Feldgrau, Muskox"
01PJCT,"BurntOrange, FinnishSpitz"
01PJSV,"LaSalleGreen, Elephant"
01PJWS,"Liberty, SpiderMonkey"
01PKDV,"PowderBlue, Collie"
01PP67,"DeepSaffron, Porcupine"
01PPZE,"Shadow, RiverTurtle"
01PXCO,"CyberGrape, Shrimp"
01PXF0,"LightCornflowerBlue, Gibbon"
01Q0YR,"PalePlum, Fly"
01Q1R9,"NewYorkPink, Zonkey"
01Q2WQ,"Deer, HarpSeal"
01Q8IA,"Quartz, Mastiff"
01Q8MD,"HarvardCrimson, GiantAfricanLandSnail"
01QA6X,"FlamingoPink, Starfish"
01QBXS,"LightCyan, Elk"
01QCY3,"DeepGreen, Whippet"
01QFIM,"CeruleanFrost, Lobster"
01QG9U,"MintGreen, PolarBear"
01QGIY,"CeladonGreen, Vicuna"
01QI96,"OriolesOrange, SumatranOrangutan"
01QJCC,"FieryRose, Peacock"
01QN3S,"Keppel, BlueShark"
01QOPA,"Citrine, Angelfish"
01QQW4,"InternationalKleinBlue, HarpSeal"
01QW5K,"KenyanCopper, Ant"
01QWC7,"MountbattenPink, GermanShepherd"
01QWEE,"GreenLizard, AmericanBulldog"
01QXVV,"LaserLemon, Siamese"
01QYRR,"Magenta, BumbleBee"
01R5H4,"ElectricViolet, DuckbillPlatypus"
01R8I3,"HarvardCrimson, Lemming"
01R8UW,"LightCoral, Zonkey"
01RA2Y,"OldHeliotrope, PiedTamarin"
01RCM4,"AntiqueBrass, Harrier"
01REQD,"Carnelian, SpadefootToad"
01REWG,"QuickSilver, MonteIberiaEleuth"
01RFRZ,"LightOrchid, Collie"
01RGS6,"PompAndPower, PufferFish"
01RJ5U,"OldLace, Mole"
01RJXP,"GoldenBrown, AfricanPenguin"
01RLAE,"OtterBrown, Eagle"
01RM9J,"PalatinatePurple, YellowBelliedMarmot"
01RNP3,"ImperialRed, Porpoise"
01RPFW,"DarkTerraCotta, Ragdoll"
01RSFT,"BlueYonder, SriLankanElephant"
01RUA9,"Keppel, Bloodhound"
01RVDJ,"CongoPink, Dalmatian"
01RZO1,"LavenderMagenta, Pika"
01S7WL,"Cadet, GiantAnteater"
01S8BC,"Charcoal, MountainLion"
01S8H4,"FrenchBeige, IrrawaddyDolphin"
01SCAK,"Sapphire, Frigatebird"
01SJEH,"TealBlue, WesternGorilla"
01SS78,"GoldFusion, BillyGoat"
01SSJJ,"PinkSherbet, Millipede"
01SUC1,"MSUGreen, RedWolf"
01SWWC,"Pistachio, StripedRocketFrog"
01SZU1,"BrownYellow, Balinese"
01T3U3,"CadmiumYellow, DogfishShark"
01T5XD,"PrussianBlue, Panda"
01T61E,"Copper, Mastiff"
01T6IW,"ElectricCrimson, Nutria"
01T9QK,"BrownSugar, Lionfish"
01TC7C,"SpanishSkyBlue, LemonShark"
01TFXU,"RubyRed, PygmyRightWhale"
01TG15,"Aquamarine, Mouse"
01TM9D,"CoyoteBrown, Quokka"
01TN2Q,"PaleRobinEggBlue, CanaanDog"
01TTMO,"HeliotropeMagenta, PolarBear"
01TYY6,"Tomato, Narwhal"
01U2FQ,"LightCarminePink, Dog"
01U3K7,"LightSteelBlue, Tetra"
01U5A1,"AlloyOrange, Numbat"
01U8E5,"Mantis, BlackFootedRhino"
01UA8B,"Licorice, MaineCoon"
01UEHD,"DartmouthGreen, BoykinSpaniel"
01UMPF,"StarCommandBlue, Gopher"
01UNGA,"AntiqueBronze, RedEyedTreeFrog"
01UPMS,"QuinacridoneMagenta, GreenBeeEater"
01UQMX,"NewYorkPink, Buffalo"
01US4Y,"GreenBlue, AmericanCoonhound"
01UUIW,"AshGrey, NakedMoleRat"
01UV4E,"CadmiumRed, StaffordshireBullTerrier"
01UYLD,"Byzantine, SnowFox"
01V0PN,"Mandarin, Crane"
01V4F5,"LightBrown, RiverTurtle"
01VA6O,"Pumpkin, GiantClam"
01VCKO,"Coconut, Cichlid"
01VD22,"KeyLime, Gecko"
01VOCV,"TurkishRose, NakedMoleRat"
01VPPF,"AntiFlashWhite, CommonLoon"
01VR63,"DeepRed, Opossum"
01VTE8,"QuickSilver, Chinook"
01VUXI,"BangladeshGreen, EasternLowlandGorilla"
01VY03,"Burgundy, MarineToad"
01W38A,"Citrine, Leopard"
01W4S4,"TropicalRainForest, Woodlouse"
01WAMK,"HollywoodCerise, CavalierKingCharlesSpaniel"
01WC3W,"Gainsboro, CrestedPenguin"
01WF41,"KellyGreen, Aardvark"
01WF5F,"TuscanRed, BumbleBee"
01WFME,"Cyan, Heron"
01WGRS,"PaleMagentaPink, SeaLion"
01WGUW,"SpanishBlue, SabreToothedTiger"
01WIN1,"DeepAquamarine, JapaneseMacaque"
01WJL6,"MeatBrown, MalayanCivet"
01WKSY,"FrenchLilac, AppenzellerDog"
01WMPV,"LightCobaltBlue, PotbelliedPig"
01WMVK,"OceanBoatBlue, Koala"
01WNPX,"CarmineRed, Mink"
01WQ3C,"LightMossGreen, Bulldog"
01WSC4,"GrannySmithApple, Salamander"
01WTWT,"MetalPink, LeopardTortoise"
01WV1P,"OldMauve, Fly"
01WWV0,"PaleSpringBud, Heron"
01WZ6H,"EgyptianBlue, BaskingShark"
01X3PF,"Bluebonnet, Falcon"
01X5XC,"Tuscan, SomaliWildAss"
01X62Y,"Fandango, Labradoodle"
01X64P,"CottonCandy, Echidna"
01X7LW,"MetalPink, BluetickCoonhound"
01X81S,"Sunray, TreeFrog"
01X9MT,"Cyclamen, MarshFrog"
01XADY,"AtomicTangerine, Kakapo"
01XCRB,"BlueViolet, ElephantShrew"
01XEAG,"DarkVanilla, Ant"
01XHAF,"LightCobaltBlue, PufferFish"
01XIOM,"TangoPink, RadiatedTortoise"
01XLN7,"Puce, PussMoth"
01XOMI,"Salmon, MalayanTiger"
01XRE3,"BlueSapphire, CurlyCoatedRetriever"
01XU3C,"PeachOrange, CapuchinMonkey"
01XVLT,"CarrotOrange, Manatee"
01XWJ9,"Fulvous, ProboscisMonkey"
01XWJA,"Flattery, StagBeetle"
01XWPH,"LavenderPink, AustralianTerrier"
01XX1R,"NadeshikoPink, Ant"
01XY89,"CoralPink, Prawn"
01XYNX,"Cerulean, KillerWhale"
01Y1UX,"Mandarin, AustralianKelpieDog"
01Y1X1,"RegistrationBlack, Lobster"
01Y3SS,"DavysGrey, Pheasant"
01Y47K,"PacificBlue, MarineToad"
01Y7G7,"CalPolyGreen, AppenzellerDog"
01Y8BC,"LightSalmon, Warthog"
01Y8Z0,"PastelPink, HumpbackWhale"
01YAHJ,"BostonUniversityRed, Human"
01YBOB,"PastelYellow, Toucan"
01YD7P,"PictonBlue, AfricanTreePangolin"
01YLNO,"MagicMint, Chinook"
01YQ8Z,"Grizzly, WesternLowlandGorilla"
01YY4S,"DarkTerraCotta, Kingfisher"
01YZ3M,"MeatBrown, MarshFrog"
01YZCC,"BlueGray, KermodeBear"
01Z3FW,"MetalPink, SquirrelMonkey"
01Z3MO,"Taupe, Indri"
01Z6TQ,"NonPhotoBlue, Scorpion"
01ZAH3,"PastelPink, Raccoon"
01ZCPY,"DarkLavender, PondSkater"
01ZDQD,"RoseVale, LeopardCat"
01ZE3J,"MistyRose, WhaleShark"
01ZELM,"OutrageousOrange, Pug"
01ZHFS,"Kobe, Ocelot"
01ZJNC,"ElectricBlue, SnowHare"
01ZL0I,"KenyanCopper, Penguin"
01ZN1X,"RegistrationBlack, Ape"
01ZRZO,"ElectricViolet, Lemur"
01ZSBD,"RifleGreen, Cuttlefish"
01ZSF2,"CoyoteBrown, StickInsect"
01ZUDZ,"PastelYellow, Woodpecker"
01ZX2M,"Folly, YellowBelliedMarmot"
01ZYXD,"PersianGreen, AsianPalmCivet"
0202YP,"Jonquil, Mastiff"
0205DI,"TwilightLavender, HighlandCattle"
0207AO,"Crimson, Frigatebird"
020B8P,"PaleBrown, DuckbillPlatypus"
020BYG,"DarkYellow, Pheasant"
020C6H,"LavenderPurple, PufferFish"
020K22,"DarkTurquoise, HumpbackWhale"
020OO2,"OtterBrown, Quoll"
020RVD,"BrightLavender, Oyster"
020UPK,"AtomicTangerine, Neanderthal"
020YI5,"Gray, GreatDane"
02132V,"SapphireBlue, SomaliWildAss"
02138I,"IndianYellow, PygmyRightWhale"
02148P,"ElectricCyan, AfricanElephant"
0216HU,"Olivine, Elk"
021DOS,"Thistle, Lobster"
021GFP,"DeepSaffron, SnappingTurtle"
021GFZ,"Kobicha, SlothBear"
021MBU,"Kobi, ChowChow"
021MKT,"Chartreuse, DesertTortoise"
021NAW,"BitterLemon, Duck"
021QSQ,"OldRose, Mole"
021RDV,"IslamicGreen, FieldSpaniel"
021U87,"RoseRed, Poodle"
021V14,"Imperial, Chihuahua"
021WLR,"FandangoPink, Barnacle"
021ZCK,"Linen, AfricanTreePangolin"
021ZDY,"Shadow, StripedDolphin"
0220NN,"MummysTomb, AlaskanMalamute"
0223XN,"JapaneseViolet, CommonBuzzard"
0227ZJ,"BrownYellow, Quetzal"
